name,market ,funding_total_usd ,status,country_code,region,city,funding_rounds,founded_at,founded_month,found_quarter,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
videScreen Networks, Video ,"30,000",closed,IND,Mumbai,Mumbai,1,,2010-02,1,2010-Q1,,9/4/2014,1/15/2010,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIDTEQ India,,360183,operating,IND,Bangalore,Bangalore,1,,2008-05,2,2008-Q2,,9/7/2014,6/1/2011,0,360183,0,0,0,0,0,0,0,0,0,0,0,360183,0,0,0,0,0,0,0
Viedea, Finance , NA   ,operating,IND,Bangalore,Bangalore,1,,2007-01,1,2007-Q1,,9/8/2014,1/1/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vignyan Consultancy Services, Consulting ,"6,000",operating,IND,Bangalore,Bangalore,1,,2012-10,4,2012-Q4,,9/9/2014,9/25/2013,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vigor Pharma, Medical , NA   ,operating,IND,Mumbai,Mumbai,1,,2012-03,1,2012-Q1,,9/10/2014,9/8/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Village Laundry Service, Finance , NA   ,closed,IND,Mumbai,Mumbai,2,,2008-01,1,2008-Q1,,9/10/2014,6/21/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villgro Innovation Marketing, Clean Technology ,200000,operating,IND,Chennai,Chennai,2,,2010-01,1,2010-Q1,,9/11/2014,4/1/2012,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vimagino, Internet ,"85,000",operating,IND,Bangalore,Bangalore,1,,2009-02,1,2009-Q1,,9/12/2014,4/1/2010,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viraliti, Social Media Advertising ,"20,000",operating,IND,New Delhi,Noida,1,,2012-08,3,2012-Q3,,9/16/2014,8/6/2012,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vistaar, Entrepreneur ,27315200,operating,IND,Bangalore,Bengaluru,1,,2012-01,1,2012-Q1,,9/16/2014,5/26/2014,0,27315200,0,0,0,0,0,0,0,0,0,0,0,0,0,27315200,0,0,0,0,0
Vizury, Advertising ,27000000,operating,IND,Bangalore,Bangalore,3,,2008-12,4,2008-Q4,,9/18/2014,6/12/2014,0,27000000,0,0,0,0,0,0,0,0,0,0,0,2000000,9000000,16000000,0,0,0,0,0
Voonik.com, Lifestyle ,500000,operating,IND,Bangalore,Bengaluru,1,,2013-01,1,2013-Q1,,9/19/2014,2/1/2014,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voxapp, Big Data Analytics , NA   ,operating,IND,New Delhi,New Delhi,2,,2012-01,1,2012-Q1,,9/19/2014,8/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VoxPop Clothing, E-Commerce ,1000000,operating,IND,Mumbai,Mumbai,2,,2013-04,2,2013-Q2,,9/22/2014,11/14/2014,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voylla Retail Pvt. Ltd., E-Commerce , NA   ,operating,IND,Bangalore,Bangalore,1,,2012-05,2,2012-Q2,,9/24/2014,10/23/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vserv, Big Data ,7000000,operating,IND,Mumbai,Mumbai,2,,2010-01,1,2010-Q1,,9/25/2014,1/1/2013,0,7000000,0,0,0,0,0,0,0,0,0,0,0,3000000,4000000,0,0,0,0,0,0
Vyome Biosciences, Life Sciences ,12300000,operating,IND,Delhi,Delhi,3,,,,,,9/29/2014,8/12/2014,1000000,11300000,0,0,0,0,0,0,0,0,0,0,0,3300000,8000000,0,0,0,0,0,0
Walden's Path, Education ,250000,operating,IND,Hyderabad,Hyderabad,1,,,,,,10/5/2014,4/1/2014,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wazzat, Apps ,"30,000",operating,IND,Hyderabad,Hyderabad,1,,2014-01,1,2014-Q1,,10/6/2014,10/28/2014,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wealth India Financial Services, Finance ,4412000,operating,IND,Chennai,Chennai,2,,,,,,10/8/2014,4/1/2012,642000,3770000,0,0,0,0,0,0,0,0,0,0,0,3770000,0,0,0,0,0,0,0
WeAreHolidays, Travel , NA   ,operating,IND,New Delhi,New Delhi,2,,2011-03,1,2011-Q1,,10/9/2014,8/5/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webchutney, Advertising , NA   ,operating,IND,New Delhi,New Delhi,1,,,,,,10/9/2014,10/4/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welcare, Health and Wellness ,100000,operating,IND,Chennai,Chennai,1,,,,,,10/9/2014,12/17/2013,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welspun Energy, Clean Technology ,72500000,operating,IND,New Delhi,New Delhi,2,,2002-01,1,2002-Q1,,10/9/2014,6/24/2014,0,0,0,0,0,22500000,0,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0
Wheebox, Employment , NA   ,operating,IND,New Delhi,Gurgaon,1,,2011-04,2,2011-Q2,,10/10/2014,7/25/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WhistleTalk, Enterprise Software ,450000,operating,IND,Bangalore,Bangalore,1,,2012-01,1,2012-Q1,,10/10/2014,8/9/2012,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wifinity Technology, Clean Technology ,100000,operating,IND,Bangalore,Bangalore,2,,2010-04,2,2010-Q2,,10/13/2014,6/24/2013,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wildcraft, E-Commerce , NA   ,operating,IND,Bangalore,Bangalore,1,,1992-01,1,1992-Q1,,10/14/2014,12/17/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wings Intellect, Games ,500000,operating,IND,Mumbai,Mumbai,1,,2011-11,4,2011-Q4,,10/14/2014,11/1/2011,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wishberg, Social Media ,150000,operating,IND,Mumbai,Mumbai,1,,2012-11,4,2012-Q4,,10/17/2014,10/18/2013,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wishberry, Crowdfunding ,652688,operating,IND,Mumbai,Mumbai,1,,2011-01,1,2011-Q1,,10/20/2014,10/21/2014,0,652688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wits Solutions Pvt. Ltd., Mobile Enterprise ,"50,000",operating,IND,Bangalore,Bangalore,1,,2013-10,4,2013-Q4,,10/20/2014,1/8/2014,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xamcheck, Education ,1800000,operating,IND,Secunderabad,Secunderabad,1,,2009-01,1,2009-Q1,,10/20/2014,10/30/2014,0,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xamplified, Education , NA   ,operating,IND,New Delhi,New Delhi,1,,2009-02,1,2009-Q1,,10/21/2014,2/1/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xcode Life Sciences, Diabetes ,200000,operating,IND,Chennai,Chennai,1,,2010-01,1,2010-Q1,,10/25/2014,7/26/2013,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xerico Technologies, Mobile , NA   ,operating,IND,New Delhi,New Delhi,1,,2011-07,3,2011-Q3,,10/27/2014,7/23/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XIVE Group, Retail ,"20,000",operating,IND,Hyderabad,Hyderabad,1,,,,,,10/27/2014,9/13/2013,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XSI Semi Conductors, Semiconductors , NA   ,operating,IND,Bangalore,Bangalore,1,,,,,,10/28/2014,1/7/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yatra, Travel ,45000000,operating,IND,New Delhi,Gurgaon,4,,2006-08,3,2006-Q3,,10/28/2014,4/16/2014,0,45000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ybrant Digital, Advertising ,103000000,operating,IND,Hyderabad,Hyderabad,3,,1999-01,1,1999-Q1,,10/29/2014,1/18/2011,0,103000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yebhi, Shoes ,40180000,operating,IND,New Delhi,Gurgaon,4,,2009-01,1,2009-Q1,,10/29/2014,4/25/2013,0,40180000,0,0,0,0,0,0,0,0,0,0,0,1180000,9000000,18000000,0,0,0,0,0
yepme.com, Online Shopping ,500000,operating,IND,New Delhi,Gurgaon,1,,2010-01,1,2010-Q1,,10/29/2014,5/2/2014,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YourNextLeap, Education , NA   ,operating,IND,Pune,Pune,1,,,,,,10/29/2014,8/18/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zapstitch, Web Tools ,100000,operating,IND,Bangalore,Bangalore,2,,2013-01,1,2013-Q1,,10/30/2014,5/24/2014,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zaya, Social Network Media , NA   ,operating,IND,Mumbai,Mumbai,1,,2013-01,1,2013-Q1,,10/30/2014,5/20/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zee Learn, Education ,20000000,operating,IND,Mumbai,Mumbai,1,,2010-01,1,2010-Q1,,10/30/2014,5/21/2013,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zepo, E-Commerce ,190000,operating,IND,Mumbai,Mumbai,1,,2011-06,2,2011-Q2,,10/31/2014,9/1/2014,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziffi, Healthcare Services ,2400000,operating,IND,Hyderabad,Hyderabad,1,,,,,,11/1/2014,9/29/2014,0,2400000,0,0,0,0,0,0,0,0,0,0,0,2400000,0,0,0,0,0,0,0
Zify, Social Network Media ,"16,600",operating,IND,Hyderabad,Hyderabad,1,,2014-03,1,2014-Q1,,11/5/2014,5/14/2014,16600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zipdial, Mobile , NA   ,operating,IND,Bangalore,Bangalore City,3,,2010-03,1,2010-Q1,,11/6/2014,4/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zippr, Utilities ,982000,operating,IND,Hyderabad,Hyderabad,1,,2013-01,1,2013-Q1,,11/7/2014,10/9/2014,982000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziqitza Health Care, Healthcare Services ,5750000,operating,IND,Mumbai,Mumbai,2,,2005-03,1,2005-Q1,,11/8/2014,3/26/2010,0,5750000,0,0,0,0,0,0,0,0,0,0,0,1500000,4250000,0,0,0,0,0,0
Ziva Software, Mobile ,1700000,closed,IND,Bangalore,Bangalore,1,,2005-01,1,2005-Q1,,11/10/2014,3/14/2007,0,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zivame.com, Internet ,9000000,operating,IND,Bangalore,Bangalore,2,,2011-05,2,2011-Q2,,11/13/2014,12/10/2013,0,9000000,0,0,0,0,0,0,0,0,0,0,0,3000000,6000000,0,0,0,0,0,0
Zomato, Restaurants , NA   ,operating,IND,New Delhi,Gurgaon,6,,2008-07,3,2008-Q3,,11/13/2014,11/18/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zoogaad,,500000,operating,IND,Jodhpur,Jodhpur,1,,2014-03,1,2014-Q1,,11/17/2014,5/10/2014,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zoojoo.BE, Software , NA   ,,IND,Bangalore,Bangalore,1,,2012-01,1,2012-Q1,,11/20/2014,5/15/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoom, Consumers ,1600000,operating,IND,Bangalore,Bangalore,1,,,,,,11/24/2014,10/4/2013,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZoomCar India, Transportation ,10900000,operating,IND,Bangalore,Bangalore,4,,2012-01,1,2012-Q1,,11/24/2014,10/31/2014,1000000,8000000,0,0,1900000,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0
Zoomin.com, Curated Web ,21500000,operating,IND,Mumbai,Mumbai,3,,2007-05,2,2007-Q2,,11/25/2014,8/29/2014,0,20000000,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoutons, E-Commerce ,3300000,operating,IND,New Delhi,New Delhi,1,,2013-01,1,2013-Q1,,11/26/2014,9/6/2013,3300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zumbl, Entertainment ,140000,operating,IND,New Delhi,Gurgaon,3,,2012-11,4,2012-Q4,,11/28/2014,4/5/2014,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zuvvu, Advertising ,"12,000",closed,IND,Ahmedabad,Ahmadabad,1,,2010-06,2,2010-Q2,,12/1/2014,11/1/2011,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
